Id,year,fullName,primaryNationality,gender,photoUrl,typeOfDeath,status,employedAs,organizations,localOrForeign,motiveConfirmed,impunityMurder,tortured,captive,threatened,sentence,country,region,location,locationImprisoned
1006,2006,Fassil Yenealem,Ethiopia,Male,,,Imprisoned,Staff,Addis Zena,Local,,,,,,Not Sentenced,Ethiopia,,,
1007,1994,Fatih Aydin,Turkey,Male,,,Imprisoned,,Taraf,Local,,,,,,,Turkey,,,
1008,1996,Fatih Yesüilbag,Turkey,Male,,,Imprisoned,Staff,Özgür Gündem,Local,,,,,,,Turkey,,,
1009,2013,Fatih Özgür Aydın,Turkey,Male,,,Imprisoned,Staff,Artı İvme,Local,,,,,,Not Sentenced,Turkey,,,
1010,1995,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,1995,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,1995,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,1995,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,1995,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,1995,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,1995,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,1995,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,1996,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,1996,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,1996,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,1996,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,1996,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,1996,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,1996,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,1996,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,1997,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,1997,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,1997,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,1997,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,1997,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,1997,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,1997,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,1997,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,1998,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,1998,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,1998,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,1998,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,1998,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,1998,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,1998,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,1998,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,1999,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,1999,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,1999,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,1999,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,1999,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,1999,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,1999,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,1999,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,2000,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,2000,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,2000,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,2000,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,2000,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,2000,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,2000,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,2000,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,2001,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,2001,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,2001,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,2001,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,2001,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,2001,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,2001,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,2001,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,2002,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,2002,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,2002,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,2002,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,2002,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,2002,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,2002,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1010,2002,Fatma Harman,Turkey,Female,,,Imprisoned,Staff,Atilim,Local,,,,,,12 years 6 months,Turkey,,,
1011,1994,Fatma Hülya Tungan,Turkey,Female,,,Imprisoned,,Mücadele,Local,,,,,,12 years 6 months,Turkey,,,
1012,2012,Fatma Koçak,Turkey,Female,,,Imprisoned,Staff,Dicle News Agency,Local,,,,,,Not Sentenced,Turkey,,,
1013,2014,Fausto Gabriel Alcaraz Garay,Paraguay,Male,,Murder,Killed,Staff,Radio Amambay,Local,Confirmed,Complete Impunity,No,No,No,,Paraguay,,Pedro Juan Caballero,
1014,1992,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1992,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1992,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1992,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1992,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1992,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1992,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1992,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1992,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1992,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1992,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1992,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1993,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1993,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1993,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1993,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1993,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1993,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1993,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1993,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1993,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1993,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1993,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1993,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1994,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1994,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1994,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1994,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1994,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1994,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1994,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1994,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1994,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1994,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1994,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1994,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1995,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1995,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1995,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1995,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1995,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1995,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1995,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1995,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1995,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1995,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1995,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1995,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1996,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1996,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1996,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1996,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1996,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1996,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1996,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1996,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1996,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1996,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1996,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1996,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1997,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1997,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1997,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1997,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1997,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1997,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1997,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1997,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1997,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1997,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1997,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1997,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1998,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1998,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1998,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1998,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1998,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1998,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1998,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1998,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1998,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1998,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1998,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1998,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1999,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1999,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1999,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1999,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1999,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1999,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1999,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1999,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1999,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1999,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1999,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,1999,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,2000,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,2000,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,2000,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,2000,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,2000,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,2000,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,2000,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,2000,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,2000,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,2000,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,2000,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,2000,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,2001,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,2001,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,2001,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,2001,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,2001,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,2001,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,2001,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,2001,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,2001,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,2001,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
1014,2001,Fawwaz Muhammad al-Awadi Bessisso,Kuwait,Male,,,Imprisoned,Staff,Al-Nida',Local,,,,,,Life,Kuwait,,,
